,review
2639,"I always have a bit of distrust before watching the British period films because I usually find on them insipid and boring screenplays (such as the ones of, for example, Vanity Fair or The Other Boley"
2640,"Sunny, a cocktail waitress in the D.C. area, is a bit dim, to put in mildly. She drives an old clunker and rents a tiny room from a gay male couple. However, she saves the life of a prominent Arab, by"
2641,"As I've noticed with a lot of IMDb comments, certain reviewers seem to demand that every film they see have smugly intelligent plots that wallow in there own cleverness. I am not one of those people. "
2642,"This would've been a *great* silent film. The acting really is good, at least in a Look Ma, I'm Doing Really Big Acting! sort of way.<br /><br />Everything is HUGE. Every line is PROFOUND! Every scene"
2643,"Part of the enjoyment that I took from this film stemmed from the fact that I knew nothing more about it than that it starred John Turturro and Emily Watson (2 reasons enough to watch), was a period p"
2644,"Karen (Sarah Michelle Gellar), an exchange student in Japan who is just beginning to do some social work, is sent to aid an elderly semi-catatonic woman, Emma (Grace Zabriskie), after her previous car"
2645,"I'm a big fan of movies that make you think. I'm still thinking long and hard about this one, fully seven minutes after the credits have rolled. What's really confounding my neurons is the attempt to "
2646,"I think the majority of the people seem not the get the right idea about the movie, at least that's my opinion. I am not sure it's a movie about drug abuse; rather it's a movie about the way of thinki"
2647,"I wasn't expecting the highest calibre of film-making with Joel Schumacher directing this one, so I was surprised that TIGERLAND wasn't a complete waste of time.<br /><br />In technique, it's often de"
2648,"So I had heard from a few people that this film had brought them to tears in the theater. As I watched it for the first time I was expecting another romantic, tear-jerking Barbra Streisand film; Somet"
2649,"When Carol (Vanessa Hidalgo) starts looking into her brother's death, she begins to suspect something more sinister than ""natural causes"". The closer she gets to the truth, the more of a threat she be"
2650,This film is a portrait of the half-spastic teenage boy Benjamin who has to visit a boarding school because of his lousy marks in Math. He didn't make the best experiences in life before and got serio
2651,"Having read during many years about how great this film was, how it established Ruiz among the french critics (specially the snobbish Cahiers crowd), when I finally watched it about a year ago, I foun"
2652,"David Mamet's film debut has been hailed by many as a real thinking-man's movie, a movie that makes you question everybody and everything. I saw it for the first time recently and couldn't understand "
2653,"Think of this pilot as ""Hawaii Five-O Lite"". It's set in Hawaii, it's an action/adventure crime drama, lots of scenes feature boats and palm trees and polyester fabrics and garish shirts...it even sta"
2654,"I saw this when it was in the theater, it started out so strong I mean back in 1980 this was a bold movie and the special effects were excellent AT THE time. Now you would have to of been at least 30 "
2655,"Rex Reed once said of a movie (""Julia and Julia"" to be specific) that it looked like it was shot through pomegranate juice. I was reminded of that as I snored through Purple Butterfly. This one appear"
2656,"As a child I always hated being forced to sit through musicals. I never understood why people would break out into song like that, and I was far too young to appreciate the artistry (choreography, set"
2657,"""Absolute Beginners"" was a film for the younger generation, a multi-time film that discussed the issues that teens were facing in Britain and how these troubled, constantly hitting each note, teen's p"
2658,Joe Don's opening line says everything about this movie. It takes place on the island of Malta (the island of pathetic men) and involves Joe Don Baker tracking down an Italian mobster. Joe Don's chara
2659,"I actually didn't mind the Geico commercials the first 50 of so times I saw them and even found them to be a bit wry and amusing, BUT SERIOUSLY! This is the BEST thing that these people could come up "
2660,"an very good storyline, good thrill to it ... but the 10 last seconds destroyed the whole movie... what happened? extremely well made and an good story destroyed in the last seconds... sorry to say bu"
2661,Imagine the scenario - you are at the movie theater only because you are in Washington for the weekend and it's raining and you're finished with the Museums. You think you might go see the Sarah Marsh
2662,"At first sight, Who's Singing Over There just seems to be an absurd and excellent comedy with only a kind of unusual, quiet and slow motion : what a mistake ! <br /><br />Beginning with two singers o"
2663,"OK, I am blessed. I have seen two very strong stage productions, the one in New York with the original cast, and another at the San Diego Rep (Rosina Reynolds and Monique Gaffney, you rock!). Compared"
2664,"I live in Salt Lake City and I'm not a Mormon, so why did I rent this movie? Well because I live in Utah and thought it'd be nice to see locations I know in a film. I really knew going into it that I "
2665,The King Maker is a film about a series of real (citation needed) events that occurred during the Portuguese Occupation in Indochina.<br /><br />Although the costumes and art direction are commendable
